lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
help,serve.v.05,help to some food; help with food or drink,"I served him three times, and after that he helped himself",wordnet,wordnet example,1,help_1
help,help.v.08,improve; change for the better,New slipcovers will help the old living room furniture,wordnet,wordnet example,1,help_1
help,help.v.06,contribute to the furtherance of,This money will help the development of literacy in developing countries,wordnet,wordnet example,1,help_1
help,help.v.02,improve the condition of,These pills will help the patient,wordnet,wordnet example,1,help_1
help,help_oneself.v.01,abstain from doing; always used with a negative,I can't help myself--I have to smoke,wordnet,wordnet example,2,help_1
help,avail.v.03,take or use,She helped herself to some of the office supplies,wordnet,wordnet example,1,help_2
help,help.v.03,be of use,This will help to prevent accidents,wordnet,wordnet example,1,help_2
help,help.v.01,give help or assistance; be of service,Everyone helped out during the earthquake,wordnet,wordnet example,3,help_2
hen,hen.n.01,adult female chicken,The hen nested and laid an egg,hand_written,no wordnet example for sense,0,hen_1
hen,hen.n.03,flesh of an older chicken suitable for stewing,We made a great stew from hen,hand_written,no wordnet example for sense,0,hen_1
hen,hen.n.02,adult female bird,The crow hen protected her chicks,hand_written,no wordnet example for sense,0,hen_1
hen,hen.n.04,female of certain aquatic animals e.g. octopus or lobster,A female octopus can be called a hen,hand_written,no wordnet example for sense,0,hen_1
hide,hide.v.01,prevent from being seen or discovered,Muslim women hide their faces,wordnet,wordnet example,2,hide_1
hide,hide.v.02,"be or go into hiding; keep out of sight, as for protection and safety",She is hiding in the bathroom,hand_written,no wordnet example for lemma,2,hide_1
hide,obscure.v.05,make undecipherable or imperceptible by obscuring or concealing,She hid the message,hand_written,no wordnet example for lemma,2,hide_1
hide,shroud.v.01,cover as if with a shroud,The origins of this civilization are hidden in mystery,wordnet,wordnet example,1,hide_1
high,eminent.s.01,standing above others in quality or position,People in high places,wordnet,wordnet example,3,high_1
high,high.a.04,used of sounds and voices; high in pitch or frequency,She is very high pitched,hand_written,no wordnet example for sense,0,high_1
high,high.a.02,(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high'),A high mountain,wordnet,wordnet example,6,high_1
high,high.a.01,greater than normal in degree or intensity or amount,A high temperature,wordnet,wordnet example,7,high_1
high,high.s.05,happy and excited and energetic,Playing at the park gave him a high spirit,hand_written,no wordnet example for sense,0,high_1
high,high.s.07,slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana),He got very high last week,hand_written,no wordnet example for sense,0,high_2
high,gamey.s.02,used of the smell of meat) smelling spoiled or tainted,The meat smelled high,hand_written,no wordnet example for sense,0,high_2
hit,hit.v.12,drive something violently into a location,He hit his fist on the table,wordnet,wordnet example,2,hit_1
hit,hit.v.01,cause to move by striking,Hit a ball,wordnet,wordnet example,1,hit_1
hit,hit.v.02,hit against; come into sudden contact with,The car hit a tree,wordnet,wordnet example,2,hit_1
hit,hit.v.03,"deal a blow to, either with the hand or with an instrument",He hit her hard in the face,wordnet,wordnet example,1,hit_1
hit,hit.v.16,hit the intended target or goal,We hit the sales target for this month,hand_written,no wordnet example for sense,0,hit_1
hit,hit.v.05,"affect or afflict suddenly, usually adversely",We were hit by really bad weather,wordnet,wordnet example,3,hit_2
hit,reach.v.02,"reach a point in time, or a certain state or level",The thermometer hit 100 degrees,wordnet,wordnet example,2,hit_2
hit,score.v.01,gain points in a game,He hit a home run,wordnet,wordnet example,3,hit_2
hit,stumble.v.03,encounter by chance,We hit a snowstorm when driving home,hand_written,no wordnet example for lemma,1,hit_2
hit,shoot.v.01,hit with a missile from a weapon,"I'm hit, leave me here",hand_written,no wordnet example for sense,0,hit_2
hit,strike.v.04,"make a strategic, offensive, assault against an enemy, opponent, or a target",We must hit the enemy's oil fields,hand_written,no wordnet example for lemma,3,hit_3
hit,murder.v.01,kill intentionally and with premeditation,The mafia boss ordered a hit,hand_written,no wordnet example for lemma,1,hit_3
hit,hit.v.09,cause to experience suddenly,An interesting idea hit her,wordnet,wordnet example,5,hit_3
hit,hit.v.17,pay unsolicited and usually unwanted sexual attention to,He tries to hit on women in bars,wordnet,wordnet example,1,hit_3
hit,reach.v.01,"reach a destination, either real or abstract",We hit Detroit by noon,wordnet,wordnet example,4,hit_3
hit,hit.v.15,consume to excess,Hit the bottle,wordnet,wordnet example,1,hit_4
hit,strike.v.10,"produce by manipulating keys or strings of musical instruments, also metaphorically",She hit the C note,hand_written,no wordnet example for lemma,3,hit_4
hold,hold.v.31,cover as for protection against noise or smell,Hold one's nose,wordnet,wordnet example,2,hold_1
hold,hold.v.11,contain or hold; have within,The canteen holds fresh water,wordnet,wordnet example,3,hold_1
hold,hold.v.36,keep from exhaling or expelling,Hold your breath,wordnet,wordnet example,1,hold_1
hold,apply.v.02,be pertinent or relevant or applicable,This theory holds for all irrational numbers,wordnet,wordnet example,3,hold_1
hold,hold.v.14,support or hold in a certain manner,She holds her head high,wordnet,wordnet example,2,hold_1
hold,halt.v.01,cause to stop,Hold everything,childes,no wordnet example for lemma,3,hold_2
hold,keep.v.01,"keep in a certain state, position, or activity; e.g.,",Hold in place,wordnet,wordnet example,4,hold_2
hold,hold.v.26,stop dealing with,Hold all calls to the President's office while he is in a meeting,wordnet,wordnet example,1,hold_2
hold,hold.v.28,keep from departing,Hold the taxi,wordnet,wordnet example,2,hold_2
hold,have.v.01,"have or possess, either in a concrete or an abstract sense",She holds a Master's degree from Harvard,wordnet,wordnet example,3,hold_2
hold,oblige.v.02,bind by an obligation; cause to be indebted,I'll hold you by your promise,wordnet,wordnet example,2,hold_3
hold,hold.v.03,organize or be responsible for,Hold a reception,wordnet,wordnet example,3,hold_3
hold,accommodate.v.04,have room for; hold without crowding,The auditorium can't hold more than 500 people,wordnet,wordnet example,3,hold_3
hold,reserve.v.04,arrange for and reserve (something for someone else) in advance,Please hold a table at Maxim's,wordnet,wordnet example,3,hold_3
hold,hold.v.10,be the physical support of; carry the weight of,The beam holds up the roof,wordnet,wordnet example,3,hold_3
hold,defend.v.03,protect against a challenge or attack,Hold that position behind the trees,wordnet,wordnet example,2,hold_4
hold,harbor.v.01,"maintain (a theory, thoughts, or feelings)",Hold a grudge,hand_written,no wordnet example for lemma,3,hold_4
hold,deem.v.01,keep in mind or convey as a conviction or view,Hold these truths to be self-evident,wordnet,wordnet example,4,hold_4
hold,hold.v.33,"aim, point, or direct",Hold the fire extinguisher directly on the flames,wordnet,wordnet example,1,hold_4
hold,control.v.02,lessen the intensity of; temper; hold in restraint; hold or keep within limits,Hold your tongue,wordnet,wordnet example,4,hold_4
hold,restrain.v.03,"to close within bounds, limit or hold back from movement",This holds the local until the express passengers change trains,wordnet,wordnet example,4,hold_5
hold,hold.v.29,"take and maintain control over, often by violent means",The dissatisfied students held the President's office for almost a week,wordnet,wordnet example,1,hold_5
hold,defy.v.01,resist or confront with resistance,The bridge held,wordnet,wordnet example,3,hold_5
hold,bear.v.11,"have rightfully; of rights, titles, and offices",He held the governorship for almost a decade,wordnet,wordnet example,2,hold_5
hold,hold.v.02,have or hold in one's hands or grip,A crazy idea took hold of him,wordnet,wordnet example,2,hold_5
hold,retain.v.03,secure and keep for possible future use or application,I hold the right to disagree,hand_written,no wordnet example for lemma,2,hold_6
hold,carry.v.33,drink alcohol without showing ill effects,He can hold his liquor,wordnet,wordnet example,2,hold_6
hold,hold.v.17,have as a major characteristic,The novel holds many surprises,wordnet,wordnet example,2,hold_6
hold,hold.v.22,hold the attention of,She can hold an audience spellbound,wordnet,wordnet example,3,hold_6
hold,prevail.v.02,"be valid, applicable, or true",This theory still holds,wordnet,wordnet example,1,hold_6
hold,contain.v.05,be capable of holding or containing,The flask holds one gallon,wordnet,wordnet example,2,hold_7
hold,declare.v.04,declare to be,Judge held that the defendant was innocent,wordnet,wordnet example,2,hold_7
hold,hold.v.13,"remain in a certain state, position, or condition",They held on the road and kept marching,wordnet,wordnet example,2,hold_7
hold,hold.v.23,remain committed to,I hold to these ideas,wordnet,wordnet example,1,hold_7
hold,agree.v.01,be in accord; be in agreement,I hold with those who say life is sacred,wordnet,wordnet example,4,hold_7
hold,hold.v.16,assert or affirm,Rousseau's philosophy holds that people are inherently good,wordnet,wordnet example,1,hold_8
horse,horse.n.01,solid-hoofed herbivorous quadruped domesticated since prehistoric times,"I want a horse, I promise to feed it",hand_written,no wordnet example for sense,0,horse_1
horse,cavalry.n.01,troops trained to fight on horseback,500 horse led the attack,wordnet,wordnet example,1,horse_1
horse,horse.n.02,a padded gymnastic apparatus on legs,We have a new horse in the gym,hand_written,no wordnet example for sense,0,horse_1
horse,sawhorse.n.01,a framework for holding wood that is being sawed,My dad has a horse in the garage,hand_written,no wordnet example for sense,0,horse_1
horse,knight.n.02,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),He moved his horse to checkmate,hand_written,no wordnet example for sense,0,horse_1
hose,hose.n.03,a flexible pipe for conveying a liquid or gas,You're holding the hose and there's water coming out of it,childes,no wordnet example for sense,0,hose_1
hose,hose.n.02,man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet,The hose fell out of favor for britches in the 17th century,hand_written,no wordnet example for sense,0,hose_1
hose,hosiery.n.01,socks and stockings and tights collectively (the British include underwear),"Wear a hose with your dress, it's cold outside",hand_written,no wordnet example for sense,0,hose_1
hot,hot.s.15,very good; often used in the negative,He's hot at math but not so hot at history,wordnet,wordnet example,1,hot_1
hot,hot.s.02,characterized by violent and forceful activity or movement; very intense,The fighting became hot and heavy,wordnet,wordnet example,4,hot_1
hot,hot.s.06,recently stolen or smuggled,Hot merchandise,wordnet,wordnet example,2,hot_1
hot,hot.s.20,charged or energized with electricity,A hot wire,wordnet,wordnet example,2,hot_1
hot,hot.s.16,newly made,A hot scent,wordnet,wordnet example,1,hot_1
hot,hot.s.05,sexually excited or exciting,Was hot for her,wordnet,wordnet example,2,hot_2
hot,hot.s.04,(color) bold and intense,Hot pink,wordnet,wordnet example,1,hot_2
hot,hot.a.01,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,Hot stove,wordnet,wordnet example,6,hot_2
hot,hot.s.09,producing a burning sensation on the taste nerves,Hot salsa,wordnet,wordnet example,2,hot_2
hot,hot.s.19,having or dealing with dangerously high levels of radioactivity,Hot fuel rods,wordnet,wordnet example,2,hot_2
hot,hot.s.11,very popular or successful,One of the hot young talents,wordnet,wordnet example,2,hot_3
hot,hot.a.03,extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm,A hot temper,wordnet,wordnet example,5,hot_3
hot,hot.s.13,newest or most recent,News hot off the press,wordnet,wordnet example,2,hot_3
hot,hot.s.18,of a seeker; very near to the object sought,You are hot,wordnet,wordnet example,1,hot_3
hot,hot.s.10,performed or performing with unusually great skill and daring and energy,A hot drummer,wordnet,wordnet example,2,hot_3
hot,hot.s.14,having or bringing unusually good luck,Hot at craps,wordnet,wordnet example,2,hot_4
hot,hot.s.21,marked by excited activity,A hot week on the stock market,wordnet,wordnet example,1,hot_4
hot,hot.s.12,very unpleasant or even dangerous,Make it hot for him,wordnet,wordnet example,3,hot_4
hot,hot.s.08,wanted by the police,A hot suspect,wordnet,wordnet example,1,hot_4
hot,blistering.s.03,very fast; capable of quick response and great speed,A hot sports car,wordnet,wordnet example,5,hot_4
hot,hot.s.17,having or showing great eagerness or enthusiasm,Hot for travel,wordnet,wordnet example,1,hot_5
hug,embrace.v.02,"squeeze (someone) tightly in your arms, usually with fondness",He hugged her close to him,wordnet,wordnet example,3,hug_1
hug,hug.v.02,fit closely or tightly,The dress hugged her hips,wordnet,wordnet example,1,hug_1
hungry,athirst.s.01,(usually followed by `for') extremely desirous,Hungry for recognition,wordnet,wordnet example,3,hungry_1
hungry,hungry.a.01,feeling hunger; feeling a need or desire to eat food,A world full of hungry people,wordnet,wordnet example,1,hungry_1
hurry,rush.v.03,urge to an unnatural speed,As Franklin hurried to fox's house he kept looking at the sky,childes,no wordnet example for lemma,1,hurry_1
hurry,travel_rapidly.v.01,move very fast,Were you trying to hurry up?,childes,no wordnet example for lemma,1,hurry_1
hurry,rush.v.04,act or move at high speed,Hurry--it's late!,wordnet,wordnet example,2,hurry_1
hurt,hurt.s.01,suffering from physical injury especially that suffered in battle,Ambulances. For the hurt men and women,wordnet,wordnet example,2,hurt_1
hurt,hurt.s.02,damaged inanimate objects or their value,The furniture's value was hurt,hand_written,no wordnet example for sense,0,hurt_1
ice,ice.n.02,the frozen part of a body of water,Land sheets of ice called glaciers move and carry rocks and dirt with them,childes,no wordnet example for sense,0,ice_1
ice,ice_rink.n.01,a rink with a floor of ice for ice hockey or ice skating,The crowd applauded when she skated out onto the ice,wordnet,wordnet example,1,ice_1
ice,ice.n.05,a frozen dessert with fruit flavoring (especially one containing no milk),Do you want cherry shaved ice?,hand_written,no wordnet example for sense,0,ice_1
ice,ice.n.03,diamonds,Look at the ice on that dame!,wordnet,wordnet example,1,ice_1
ice,ice.n.01,water frozen in the solid state,Americans like ice in their drinks,wordnet,wordnet example,1,ice_1
ice,methamphetamine.n.01,an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant,Do you have any ice?,hand_written,no wordnet example for sense,0,ice_2
jacket,jacket.n.05,the tough metal shell casing for certain kinds of ammunition,The jackets of bullets were found everywhere in the warzone,hand_written,no wordnet example for sense,0,jacket_1
jacket,jacket.n.01,a short coat,Mommy's gonna put a jacket on too because I think it's cold,childes,no wordnet example for sense,0,jacket_1
jacket,crown.n.11,(dentistry) dental appliance consisting of an artificial crown for a broken or decayed tooth,The dentist says I need a new jacket after my last one cracked,hand_written,no wordnet example for lemma,1,jacket_1
jacket,jacket.n.02,an outer wrapping or casing,Phonograph records were sold in cardboard jackets,wordnet,wordnet example,1,jacket_1
jacket,jacket.n.04,the outer skin of a potato,We're having jacket potatoes for dinner,hand_written,no wordnet example for sense,0,jacket_1
jar,jar.n.02,the quantity contained in a jar,He drank a jar of beer,wordnet,wordnet example,1,jar_1
jar,jar.n.01,a vessel (usually cylindrical) with a wide mouth and without handles,You know where you keep cookie jars right?,childes,no wordnet example for sense,0,jar_1
jar,jolt.n.01,a sudden jarring impact,All the jars and jolts were smoothed out by the shock absorbers,wordnet,wordnet example,2,jar_1
jeans,jean.n.01,(usually plural) close-fitting trousers of heavy denim for manual work or casual wear,Wash my jeans and my fleece,childes,no wordnet example for sense,0,jeans_1
jeans,denim.n.02,a coarse durable twill-weave cotton fabric,I love my jean jacket,hand_written,no wordnet example for sense,0,jeans_1
jello,jello.n.01,fruit-flavored dessert (trade mark Jell-O) made from a commercially prepared gelatin powder,I had jello for dessert,hand_written,no wordnet example for sense,0,jello_1
jelly,jelly.n.03,any substance having the consistency of jelly or gelatin,They put some jelly on my tummy and then we could see baby on the television,childes,no wordnet example for sense,0,jelly_1
jelly,gelatin.n.02,an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods,I had jelly for dessert,hand_written,no wordnet example for sense,0,jelly_1
jelly,jelly.n.02,a preserve made of the jelled juice of fruit,Do you like jelly on toast?,childes,no wordnet example for sense,0,jelly_1
juice,juice.n.04,any of several liquids of the body,Digestive juices,wordnet,wordnet example,1,juice_1
juice,juice.n.03,electric current,When the wiring was finished they turned on the juice,wordnet,wordnet example,1,juice_1
juice,juice.n.02,energetic vitality,Her creative juices were flowing,wordnet,wordnet example,1,juice_1
juice,juice.n.01,the liquid part that can be extracted from plant or animal tissue by squeezing or cooking,Would you like orange juice?,childes,no wordnet example for sense,0,juice_1
jump,startle.v.02,"move or jump suddenly, as if in surprise or alarm",Did the spider make you jump?,childes,no wordnet example for lemma,1,jump_1
jump,jump.v.11,cause to jump or leap,The trainer jumped the tiger through the hoop,wordnet,wordnet example,1,jump_1
jump,jump.v.01,move forward by leaps and bounds,Can you jump over the fence?,wordnet,wordnet example,3,jump_1
jump,jump.v.03,make a sudden physical attack on,The muggers jumped the woman in the fur coat,wordnet,wordnet example,1,jump_1
jump,jump.v.06,enter eagerly into,He jumped into the game,wordnet,wordnet example,1,jump_1
jump,jump.v.08,jump down from an elevated point,The parachutist didn't want to jump,wordnet,wordnet example,3,jump_2
jump,leap_out.v.01,be highly noticeable,Does anything jump out to you?,hand_written,no wordnet example for sense,0,jump_2
jump,jump.v.04,increase suddenly and significantly,Prices jumped overnight,wordnet,wordnet example,1,jump_2
jump,jump.v.13,bypass,You jumped the best part of the book,hand_written,no wordnet example for lemma,1,jump_2
jump,alternate.v.01,go back and forth; swing back and forth between two states or conditions,He kept jumping in and out of focus,hand_written,no wordnet example for sense,0,jump_2
jump,rise.v.11,rise in rank or status,Her new novel jumped high on the bestseller list,wordnet,wordnet example,1,jump_3
jump,jumpstart.v.01,start (a car engine whose battery is dead) by connecting it to another car's battery,"Can you give me a jump, my battery is dead",hand_written,no wordnet example for sense,0,jump_3
jump,chute.v.01,jump from an airplane and descend with a parachute,Your first time jumping will be tandem,hand_written,no wordnet example for sense,0,jump_3
jump,leap.v.02,pass abruptly from one state or topic to another,Jump to a conclusion,wordnet,wordnet example,3,jump_3
jump,derail.v.02,run off or leave the rails,The train jumped the tracks,hand_written,no wordnet example for lemma,1,jump_3
key,key.n.05,a kilogram of a narcotic drug,They were carrying two keys of heroin,wordnet,wordnet example,1,keys_1
key,key.n.03,pitch of the voice,He spoke in a low key,wordnet,wordnet example,1,keys_1
key,key.n.12,a generic term for any device whose possession entitles the holder to a means of access,A safe-deposit box usually requires two keys to open it,wordnet,wordnet example,1,keys_1
key,key.n.09,(basketball) a space (including the foul line) in front of the basket at each end of a basketball court; usually painted a different color from the rest of the court,He hit a jump shot from the top of the key,wordnet,wordnet example,2,keys_1
key,key.n.11,a list of words or phrases that explain symbols or abbreviations,Look at the key to see what that symbol means,hand_written,no wordnet example for sense,0,keys_1
key,keystone.n.02,the central building block at the top of an arch or vault,The key can be considered the most important part when building an arch,hand_written,no wordnet example for sense,0,keys_2
key,key.n.01,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated,Did you remember the keys?,hand_written,no wordnet example for sense,0,keys_2
key,winder.n.02,mechanical device used to wind another device that is driven by a spring (as a clock),"Go get the key, I need to fix this clock",hand_written,no wordnet example for sense,0,keys_2
key,key.n.10,a list of answers to a test,Some students had stolen the key to the final exam,wordnet,wordnet example,1,keys_2
key,key.n.15,a lever (as in a keyboard) that actuates a mechanism when depressed,Press the delete key on the keyboard to deleted what you have previously typed,hand_written,no wordnet example for sense,0,keys_2
key,key.n.04,any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music,The key of E minor,hand_written,no wordnet example for sense,0,keys_3
key,key.n.08,a coral reef off the southern coast of Florida,The Florida Keys are beautiful,hand_written,no wordnet example for sense,0,keys_3
key,key.n.02,something crucial for explaining,Thats the key to this puzzle,hand_written,no wordnet example for lemma,1,keys_3
kick,kick.v.06,stop consuming,Kick a habit,wordnet,wordnet example,2,kick_1
kick,kick.v.04,kick a leg up,Kick your leggy out,childes,no wordnet example for sense,0,kick_1
kick,kick.v.07,make a goal,He kicked the extra point after touchdown,wordnet,wordnet example,1,kick_1
kick,kick.v.01,drive or propel with the foot,Kick the ball down the driveway,hand_written,no wordnet example for sense,0,kick_1
kick,kick.v.02,thrash about or strike out with the feet,Let's not kick that honey,childes,no wordnet example for sense,0,kick_1
kick,complain.v.01,"express complaints, discontent, displeasure, or unhappiness",She has a lot to kick about,wordnet,wordnet example,2,kick_2
kick,kick.v.03,strike with the foot,The boy kicked the dog,wordnet,wordnet example,2,kick_2
kick,kick_back.v.02,"spring back, as from a forceful thrust",The gun kicked back into my shoulder,wordnet,wordnet example,1,kick_2
kiss,kiss.v.02,touch lightly or gently,The blossoms were kissed by the soft rain,wordnet,wordnet example,1,kiss_1
kiss,snog.v.01,"touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.",The newly married couple kissed,wordnet,wordnet example,2,kiss_1
kitchen,kitchen.n.01,a room equipped for preparing meals,The kitchen is a mess after cooking dinner,hand_written,no wordnet example for sense,0,kitchen_1
kitty,kitty.n.04,informal terms referring to a domestic cat,"It's an orange kitty cat, meow",childes,no wordnet example for sense,0,kitty_1
kitty,kitten.n.01,young domestic cat,Pet the kitty,hand_written,no wordnet example for sense,0,kitty_1
kitty,pool.n.07,the combined stakes of the betters,You haven't put any money in the kitty for three weeks,hand_written,no wordnet example for sense,0,kitty_1
kitty,pot.n.06,the cumulative amount involved in a game (such as poker),He won the whole kitty last night,hand_written,no wordnet example for sense,0,kitty_1
knee,knee.n.03,the part of a trouser leg that provides the cloth covering for the knee,"Oh you have a hole in your knee, we'll need to sew that up",hand_written,no wordnet example for sense,0,knee_1
knee,stifle.n.01,joint between the femur and tibia in a quadruped; corresponds to the human knee,When he tried to run around he buckled at the knees,childes,no wordnet example for sense,0,knee_1
knee,knee.n.01,hinge joint in the human leg connecting the tibia and fibula with the femur and protected in front by the patella,Ouch did you hurt your knee when you fell?,hand_written,no wordnet example for sense,0,knee_1
knife,knife.n.01,edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle,Be careful in the kitchen when I'm holding a knife,hand_written,no wordnet example for sense,0,knife_1
knife,tongue.n.03,any long thin projection that is transient,Rifles exploded quick knives of fire into the dark,wordnet,wordnet example,2,knife_1
knife,knife.n.02,a weapon with a handle and blade with a sharp point,She carried a knife with her just in case,hand_written,no wordnet example for sense,0,knife_1
knock,pink.v.02,sound like a car engine that is firing too early,The engine is knocking,hand_written,no wordnet example for lemma,2,knock_1
knock,knock.v.01,deliver a sharp blow or push :,He knocked the glass clear across the room,wordnet,wordnet example,1,knock_1
knock,bump.v.01,knock against with force or violence,He's going to knock somebody over isn't he if he's not careful,childes,no wordnet example for lemma,1,knock_1
knock,tap.v.07,"make light, repeated taps on a surface",He was knocking his fingers on the table impatiently,hand_written,no wordnet example for lemma,1,knock_1
knock,knock.v.06,find fault with; express criticism of; point out real or perceived flaws,Don't knock the food--it's free,wordnet,wordnet example,2,knock_1
knock,knock.v.02,rap with the knuckles,Knock on the door,wordnet,wordnet example,1,knock_2
ladder,ladder.n.01,steps consisting of two parallel members connected by rungs; for climbing up or down,Don't fall off the ladder please,hand_written,no wordnet example for sense,0,ladder_1
ladder,run.n.13,a row of unravelled stitches,She got a ladder in her stocking,hand_written,no wordnet example for lemma,1,ladder_1
ladder,ladder.n.02,ascending stages by which somebody or something can progress,He climbed the career ladder,wordnet,wordnet example,1,ladder_1
lamb,lamb.n.03,a person easily deceived or cheated (especially in financial matters),He's such a lamb he's been tricked again and lost $500,hand_written,no wordnet example for sense,0,lamb_1
lamb,lamb.n.01,young sheep,I don't know if these are lambs or goats,childes,no wordnet example for sense,0,lamb_1
lamb,lamb.n.05,the flesh of a young domestic sheep eaten as food,I ordered lamb for dinner,hand_written,no wordnet example for sense,0,lamb_1
lamb,lamb.n.04,a sweet innocent mild-mannered person (especially a child),"Be a lamb and grab me my shoes, please",hand_written,no wordnet example for sense,0,lamb_1
lamp,lamp.n.02,a piece of furniture holding one or more electric light bulbs,"Turn on the lamp, it's so dark in here",hand_written,no wordnet example for sense,0,lamp_1
lamp,lamp.n.01,an artificial source of visible illumination,The street lamps went on at 8pm,hand_written,no wordnet example for sense,0,lamp_1
leg,branch.n.03,a part of a forked or branching shape,He broke off the left leg of the branch,hand_written,no wordnet example for lemma,1,leg_1
leg,leg.n.05,the limb of an animal used for food,It's a chicken leg,childes,no wordnet example for sense,0,leg_1
leg,stage.n.06,a section or portion of a journey or course,The next leg of the race is a tough one,hand_written,no wordnet example for lemma,1,leg_1
leg,peg.n.04,a prosthesis that replaces a missing leg,My new leg is expensive but it should last longer than my last one,hand_written,no wordnet example for sense,0,leg_1
leg,leg.n.02,a structure in animals that is similar to a human leg and used for locomotion,The spider had eight legs,childes,no wordnet example for sense,0,leg_1
leg,leg.n.08,(nautical) the distance traveled by a sailing vessel on a single tack,The next leg of the journey should take 30 days,hand_written,no wordnet example for sense,0,leg_2
leg,leg.n.07,a cloth covering consisting of the part of a pair of trousers that covers a person's leg,You can't pull the legs down on shorts,childes,no wordnet example for sense,0,leg_2
leg,leg.n.01,a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle,"Put your legs back in your pants, please",hand_written,no wordnet example for sense,0,leg_2
leg,leg.n.03,one of the supports for a piece of furniture,Tripod means it's something with three legs,childes,no wordnet example for sense,0,leg_2
lick,cream.v.02,beat thoroughly and conclusively in a competition or fight,We licked the other team on Sunday!,wordnet,wordnet example,1,lick_1
lick,lap.v.04,take up with the tongue,The cub licked the milk from its mother's breast,wordnet,wordnet example,2,lick_1
lick,solve.v.01,find the solution to (a problem or question) or understand the meaning of,Lick the problem,hand_written,no wordnet example for lemma,6,lick_1
lick,lick.v.02,pass the tongue over,The dog licked her hand,wordnet,wordnet example,1,lick_1
light,lighter.n.02,a device for lighting or igniting fuel or charges or fires,Do you have a light?,wordnet,wordnet example,1,light_1
light,light.n.08,a person regarded very fondly,The light of my life,wordnet,wordnet example,1,light_1
light,luminosity.n.01,the quality of being luminous; emitting or reflecting light,How much light do you need?,hand_written,no wordnet example for lemma,1,light_1
light,light.n.05,an illuminated area,He stepped into the light,wordnet,wordnet example,1,light_1
light,light.n.09,having abundant light or illumination,They played as long as it was light,wordnet,wordnet example,2,light_1
light,light.n.14,a visual warning signal,They saw the light of the beacon,wordnet,wordnet example,2,light_2
light,light.n.07,the visual effect of illumination on objects or scenes as created in pictures,He could paint the lightest light and the darkest dark,wordnet,wordnet example,1,light_2
light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation,The light was filtered through a soft glass window,wordnet,wordnet example,1,light_2
light,light.n.12,public awareness,It brought the scandal to light,wordnet,wordnet example,1,light_2
light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul,The Inner Light is never separated from God nor Christ,hand_written,no wordnet example for sense,0,light_2
light,light.n.03,a particular perspective or aspect of a situation,"Although he saw it in a different light, he still did not understand",wordnet,wordnet example,1,light_3
light,sparkle.n.01,merriment expressed by a brightness or gleam or animation of countenance,He had light in his eyes,hand_written,no wordnet example for lemma,2,light_3
light,light.n.06,a condition of spiritual awareness; divine illumination,Follow God's light,wordnet,wordnet example,1,light_3
light,light.n.02,any device serving as a source of illumination,He stopped the car and turned off the lights,wordnet,wordnet example,1,light_3
light,light.n.10,mental understanding as an enlightening experience,He finally saw the light,wordnet,wordnet example,2,light_3
like,like.v.04,"feel about or towards; consider, evaluate, or regard",How did you like the President's speech last night?,wordnet,wordnet example,1,like_1
like,like.v.03,be fond of,I like my nephews,wordnet,wordnet example,1,like_1
like,like.v.02,find enjoyable or agreeable,I like jogging,wordnet,wordnet example,2,like_1
like,wish.v.02,prefer or wish to do something,Would you like to come along to the movies?,wordnet,wordnet example,2,like_1
like,like.v.05,want to have,I'd like a beer now!,wordnet,wordnet example,1,like_1
lion,lion.n.02,a celebrity who is lionized (much sought after),"He's such a lion, everyone wants to work with him",hand_written,no wordnet example for sense,0,lion_1
lion,leo.n.01,(astrology) a person who is born while the sun is in Leo,"My sister is such a lion, I can't see her as anything but a leo",hand_written,no wordnet example for sense,0,lion_1
lion,lion.n.01,large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male,Most lions live in family groups called prides,childes,no wordnet example for sense,0,lion_1
lips,lip.n.05,either the outer margin or the inner margin of the aperture of a gastropod's shell,There was a chip in the shell's lip,hand_written,no wordnet example for sense,0,lips_1
lips,brim.n.01,the top edge of a vessel or other container,He added salt on the lip of the glass,hand_written,no wordnet example for sense,0,lips_1
lips,sass.n.01,an impudent or insolent rejoinder,Don't give me any lip,hand_written,no wordnet example for lemma,1,lips_1
