group_id,lemma,1,2,3,4,5,num_senses
wolf_1,wolf,"a cruelly rapacious person <br /> <i>(Example: Be careful with him, he's a wolf and a brute)</i>","any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs <br /> <i>(Example: Those are very fast animals, a wolf)</i>",a man who is aggressive in making amorous advances to women <br /> <i>(Example: Be careful of the wolves in the bar)</i>,,,3
rip_1,rip,cut (wood) along the grain <br /> <i>(Example: He ripped the wood for making a table)</i>,move precipitously or violently <br /> <i>(Example: The tornado ripped along the coast)</i>,criticize or abuse strongly and violently <br /> <i>(Example: The candidate ripped into his opponent mercilessly)</i>,tear or be torn violently <br /> <i>(Example: The curtain ripped from top to bottom)</i>,,4
ankle_1,ankle,a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus <br /> <i>(Example: Be careful you're walking around with your pants down by your ankles)</i>,,,,,1
get_7,get,reach by calculation <br /> <i>(Example: What do you get when you add up these numbers?)</i>,make children <br /> <i>(Example: John got four daughters)</i>,"be stricken by an illness, fall victim to an illness <br /> <i>(Example: You're going to get a cold!)</i>",take the first step or steps in carrying out an action <br /> <i>(Example: Let's get down to work now)</i>,evoke an emotional response <br /> <i>(Example: Brahms's 'Requiem' gets me every time)</i>,5
catch_2,catch,grasp with the mind or develop an understanding of <br /> <i>(Example: Did you catch that allusion?)</i>,take hold of so as to seize or restrain or stop the motion of <br /> <i>(Example: Catch the ball!)</i>,catch up with and possibly overtake <br /> <i>(Example: The Rolls Royce caught us near the exit ramp)</i>,"succeed in catching or seizing, especially after a chase <br /> <i>(Example: Did you catch the thief?)</i>","capture as if by hunting, snaring, or trapping <br /> <i>(Example: Sleek seals catch fish as they splash in and out of the water)</i>",5
chair_1,chair,an instrument of execution by electrocution; resembles an ordinary seat for one person <br /> <i>(Example: The murderer was sentenced to die in the chair)</i>,the officer who presides at the meetings of an organization <br /> <i>(Example: Address your remarks to the chairperson)</i>,"a seat for one person, with a support for the back <br /> <i>(Example: He put his coat over the back of the chair and sat down)</i>",the position of professor <br /> <i>(Example: He was awarded an endowed chair in economics)</i>,a particular seat in an orchestra <br /> <i>(Example: He is second chair violin)</i>,5
white_1,white,benevolent; without malicious intent <br /> <i>(Example: That's white of you)</i>,(of hair) having lost its color <br /> <i>(Example: The white hairs of old age)</i>,of summer nights in northern latitudes where the sun barely sets <br /> <i>(Example: White nights)</i>,of or belonging to a racial group having light skin coloration <br /> <i>(Example: Voting patterns within the white population)</i>,glowing white with heat <br /> <i>(Example: White flames)</i>,5
find_2,find,receive a specified treatment (abstract) <br /> <i>(Example: These aspects of civilization do not find expression or receive an interpretation)</i>,decide on and make a declaration about <br /> <i>(Example: Find someone guilty)</i>,"establish after a calculation, investigation, experiment, survey, or study <br /> <i>(Example: Find the product of two numbers)</i>",get something or somebody for a specific purpose <br /> <i>(Example: Can you find me ice cream to go with the ice cream cone)</i>,"come to believe on the basis of emotion, intuitions, or indefinite grounds <br /> <i>(Example: I find him to be obnoxious)</i>",5
trash_1,trash,"worthless people <br /> <i>(Example: She's trash, don't talk to her)</i>",worthless material that is to be disposed of <br /> <i>(Example: Okay let's leave the trash bags here)</i>,an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant <br /> <i>(Example: I'm looking to score some trash)</i>,nonsensical talk or writing <br /> <i>(Example: Stop talking trash)</i>,,4
jello_1,jello,fruit-flavored dessert (trade mark Jell-O) made from a commercially prepared gelatin powder <br /> <i>(Example: I had jello for dessert)</i>,,,,,1
dog_2,dog,someone who is morally reprehensible <br /> <i>(Example: You dirty dog)</i>,,,,,1
drop_4,drop,grow worse <br /> <i>(Example: His conditions dropped)</i>,leave undone or leave out <br /> <i>(Example: How could I drop that typo?)</i>,lose (a game) <br /> <i>(Example: The Giants dropped 11 of their first 13)</i>,leave or unload <br /> <i>(Example: Drop off the passengers at the hotel)</i>,terminate an association with <br /> <i>(Example: Drop him from the Republican ticket)</i>,5
dirty_2,dirty,(of a manuscript) defaced with changes <br /> <i>(Example: Foul (or dirty) copy)</i>,(of color) discolored by impurities; not bright and clear;  is often used in combination <br /> <i>(Example: Dirty blue)</i>,(of behavior or especially language) characterized by obscenity or indecency <br /> <i>(Example: Dirty words)</i>,vile; despicable <br /> <i>(Example: A dirty (or lousy) trick)</i>,contaminated with infecting organisms <br /> <i>(Example: Dirty wounds)</i>,5
jelly_1,jelly,any substance having the consistency of jelly or gelatin <br /> <i>(Example: They put some jelly on my tummy and then we could see baby on the television)</i>,an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods <br /> <i>(Example: I had jelly for dessert)</i>,a preserve made of the jelled juice of fruit <br /> <i>(Example: Do you like jelly on toast?)</i>,,,3
block_2,block,a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope <br /> <i>(Example: You need to use the block to open the curtains)</i>,the act of obstructing or deflecting someone's movements <br /> <i>(Example: Basketball players need to block their opponents when playing defense)</i>,a solid piece of something (usually having flat rectangular sides) <br /> <i>(Example: The pyramids were built with large stone blocks)</i>,a metal casting containing the cylinders and cooling ducts of an engine <br /> <i>(Example: The engine had to be replaced because the block was cracked)</i>,a platform from which an auctioneer sells <br /> <i>(Example: They put their paintings on the block)</i>,5
hot_5,hot,charged or energized with electricity <br /> <i>(Example: A hot wire)</i>,,,,,1
play_2,play,perform on a stage or theater <br /> <i>(Example: She acts in this play)</i>,play a role or part <br /> <i>(Example: Gielgud played Hamlet)</i>,emit recorded sound <br /> <i>(Example: The tape was playing for hours)</i>,make bets <br /> <i>(Example: Play the casinos in Trouville)</i>,play on an instrument <br /> <i>(Example: The band played all night long)</i>,5
give_1,give,allow to have or take <br /> <i>(Example: I give you two minutes to respond)</i>,"convey or communicate; of a smile, a look, a physical gesture <br /> <i>(Example: She gave me a dirty look)</i>","guide or direct, as by behavior of persuasion <br /> <i>(Example: You gave me to think that you agreed with me)</i>",transfer possession of something concrete or abstract to somebody <br /> <i>(Example: Can you give me lessons?)</i>,propose <br /> <i>(Example: He gave the first of many toasts at the birthday party)</i>,5
sky_1,sky,the atmosphere and outer space as viewed from the earth <br /> <i>(Example: The sky is blue)</i>,,,,,1
break_9,break,interrupt a continued activity <br /> <i>(Example: Lets break for lunch)</i>,make known to the public information that was previously known only to a few people or that was meant to be kept a secret <br /> <i>(Example: He broke the news to her)</i>,crack; of the male voice in puberty <br /> <i>(Example: His voice is breaking--he should no longer sing in the choir)</i>,happen <br /> <i>(Example: Things have been breaking pretty well for us in the past few months)</i>,discontinue an association or relation; go different ways <br /> <i>(Example: My friend and I broke up)</i>,5
draw_6,draw,"make, formulate, or derive in the mind <br /> <i>(Example: I draw a line here)</i>",write a legal document or paper <br /> <i>(Example: The deed was drawn in the lawyer's office)</i>,earn or achieve a base by being walked by the pitcher <br /> <i>(Example: He drew a base on balls)</i>,cause to localize at one point <br /> <i>(Example: Draw blood and pus)</i>,move or go steadily or gradually <br /> <i>(Example: The ship drew near the shore)</i>,5
dry_2,dry,without a mucous or watery discharge <br /> <i>(Example: A dry cough)</i>,practicing complete abstinence from alcoholic beverages <br /> <i>(Example: He's been dry for ten years)</i>,free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet <br /> <i>(Example: Dry land)</i>,not shedding tears <br /> <i>(Example: Dry sobs)</i>,lacking interest or stimulation; dull and lifeless <br /> <i>(Example: A dry book)</i>,5
tuna_1,tuna,New Zealand eel <br /> <i>(Example: A New Zealand eel is also called a tuna)</i>,any very large marine food and game fish of the genus Thunnus; related to mackerel; chiefly of warm waters <br /> <i>(Example: Tuna fishing is a large industry)</i>,important warm-water fatty fish of the genus Thunnus of the family Scombridae; usually served as steaks <br /> <i>(Example: We had grilled tuna for dinner)</i>,,,3
shoe_1,shoe,U-shaped plate nailed to underside of horse's hoof <br /> <i>(Example: We need to replace my horses shoe)</i>,"a restraint provided when the brake linings are moved hydraulically against the brake drum to retard the wheel's rotation <br /> <i>(Example: When the brake is applied, the shoe moves and presses the lining against the inside of the drum)</i>",(card games) a case from which playing cards are dealt one at a time <br /> <i>(Example: The dealer delt from the shoe)</i>,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material <br /> <i>(Example: Where is your other shoe?)</i>,,4
owl_1,owl,"nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes <br /> <i>(Example: The owl said ""Who?"")</i>",,,,,1
make_4,make,gather and light the materials for <br /> <i>(Example: Make a fire)</i>,charge with a function; charge to be <br /> <i>(Example: She was made president of the club)</i>,"reach a destination, either real or abstract <br /> <i>(Example: We barely made it to the finish line)</i>","give rise to; cause to happen or occur, not always intentionally <br /> <i>(Example: Make a stir)</i>","reach a goal, e.g., <br /> <i>(Example: Make the first team)</i>",5
keys_2,keys,"mechanical device used to wind another device that is driven by a spring (as a clock) <br /> <i>(Example: Go get the key, I need to fix this clock)</i>",a kilogram of a narcotic drug <br /> <i>(Example: They were carrying two keys of heroin)</i>,the central building block at the top of an arch or vault <br /> <i>(Example: The key can be considered the most important part when building an arch)</i>,a list of answers to a test <br /> <i>(Example: Some students had stolen the key to the final exam)</i>,(basketball) a space (including the foul line) in front of the basket at each end of a basketball court; usually painted a different color from the rest of the court <br /> <i>(Example: He hit a jump shot from the top of the key)</i>,5
bathroom_1,bathroom,a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet <br /> <i>(Example: The bathroom is down the hall)</i>,a room or building equipped with one or more toilets <br /> <i>(Example: There are no public bathrooms here)</i>,,,,2
play_3,play,engage in recreational activities rather than work; occupy oneself in a diversion <br /> <i>(Example: On weekends I play)</i>,be at play; be engaged in playful activity; amuse oneself in a way characteristic of children <br /> <i>(Example: The kids were playing outside all day)</i>,pretend to have certain qualities or state of mind <br /> <i>(Example: She plays deaf when the news are bad)</i>,act or have an effect in a specified way or with a specific effect or outcome <br /> <i>(Example: This factor played only a minor part in his decision)</i>,"move or seem to move quickly, lightly, or irregularly <br /> <i>(Example: The spotlights played on the politicians)</i>",5
soft_3,soft,willing to negotiate and compromise <br /> <i>(Example: He was soft on his children)</i>,(of light) transmitted from a broad light source or reflected <br /> <i>(Example: The soft light created diffused shadows)</i>,(of sound) relatively low in volume <br /> <i>(Example: Soft voices)</i>,yielding readily to pressure or weight <br /> <i>(Example: This couch is very soft)</i>,soft and mild; not harsh or stern or severe <br /> <i>(Example: You're being very gentle with these teddys)</i>,5
pickle_1,pickle,vegetables (especially cucumbers) preserved in brine or vinegar <br /> <i>(Example: On saturday he ate through one pickle)</i>,informal terms for a difficult situation <br /> <i>(Example: You're gonna get yourself into a pickle)</i>,,,,2
jeans_1,jeans,(usually plural) close-fitting trousers of heavy denim for manual work or casual wear <br /> <i>(Example: Wash my jeans and my fleece)</i>,a coarse durable twill-weave cotton fabric <br /> <i>(Example: I love my jean jacket)</i>,,,,2
garage_1,garage,a repair shop where cars and trucks are serviced and repaired <br /> <i>(Example: The bus is going to reverse into the garage isn't it)</i>,an outbuilding (or part of a building) for housing automobiles <br /> <i>(Example: Drive the car into the garage)</i>,,,,2
doll_1,doll,informal terms for a (young) woman <br /> <i>(Example: Darling would you be a doll?)</i>,a small replica of a person; used as a toy <br /> <i>(Example: Shall we put this dress on the doll)</i>,,,,2
turkey_1,turkey,"a Eurasian republic in Asia Minor and the Balkans; on the collapse of the Ottoman Empire in 1918, the Young Turks, led by Kemal Ataturk, established a republic in 1923 <br /> <i>(Example: I went to Turkey last summer)</i>",a person who does something thoughtless or annoying <br /> <i>(Example: Some turkey is blocking the driveway)</i>,an event that fails badly or is totally ineffectual <br /> <i>(Example: The first experiment was a real turkey)</i>,flesh of large domesticated fowl usually roasted <br /> <i>(Example: Do you want sandwiches tonight or do you want more turkey)</i>,large gallinaceous bird with fan-shaped tail; widely domesticated for food <br /> <i>(Example: Turkeys live in a group called flocks)</i>,5
take_5,take,experience or feel or submit to <br /> <i>(Example: I gotta take a shower)</i>,make a film or photograph of something <br /> <i>(Example: Take a scene)</i>,head into a specified direction <br /> <i>(Example: He escaped convict took to the hills)</i>,"point or cause to go (blows, weapons, or objects such as photographic equipment) towards <br /> <i>(Example: Take a swipe at one's opponent)</i>",take something or somebody with oneself somewhere <br /> <i>(Example: Take these letters to the boss)</i>,5
flag_1,flag,"a listing printed in all issues of a newspaper or magazine (usually on the editorial page) that gives the name of the publication and the names of the editorial staff, etc. <br /> <i>(Example: This is our flag ship newspaper)</i>",plants with sword-shaped leaves and erect stalks bearing bright-colored flowers composed of three petals and three drooping sepals <br /> <i>(Example: What a beautiful field of flags)</i>,emblem usually consisting of a rectangular piece of cloth of distinctive design <br /> <i>(Example: That's a flag on a castle)</i>,flagpole used to mark the position of the hole on a golf green <br /> <i>(Example: The flag on the 18th hole)</i>,stratified stone that splits into pieces suitable as paving stones <br /> <i>(Example: You can buy flag at the hardware store for stepping stones)</i>,5
fall_4,fall,yield to temptation or sin <br /> <i>(Example: The fall of man)</i>,begin vigorously <br /> <i>(Example: The prisoners fell to work right away)</i>,"be born, used chiefly of lambs <br /> <i>(Example: I'm expecting a new lamb to fall early tomorrow morning)</i>",be cast down <br /> <i>(Example: His eyes fell)</i>,assume a disappointed or sad expression <br /> <i>(Example: Her face fell when she heard that she would be laid off)</i>,5
tricycle_1,tricycle,a vehicle with three wheels that is moved by foot pedals <br /> <i>(Example: Maisy rides her tricycle)</i>,,,,,1
swing_1,swing,the act of swinging a golf club at a golf ball and (usually) hitting it <br /> <i>(Example: His swing is a little low)</i>,mechanical device used as a plaything to support someone swinging back and forth <br /> <i>(Example: We'll go on the swing in a little while)</i>,changing location by moving back and forth <br /> <i>(Example: He would swing between his office and the breakroom)</i>,in baseball; a batter's attempt to hit a pitched ball <br /> <i>(Example: His swing was a little late)</i>,a jaunty rhythm in music <br /> <i>(Example: He plays a nice swing)</i>,5
heavy_2,heavy,of the military or industry; using (or being) the heaviest and most powerful armaments or weapons or equipment <br /> <i>(Example: Heavy artillery)</i>,permitting little if any light to pass through because of denseness of matter <br /> <i>(Example: Heavy fog)</i>,dense or inadequately leavened and hence likely to cause distress in the alimentary canal <br /> <i>(Example: A heavy pudding)</i>,in an advanced stage of pregnancy <br /> <i>(Example: She was heavy with child)</i>,darkened by clouds <br /> <i>(Example: A heavy sky)</i>,5
have_3,have,have left <br /> <i>(Example: I have two years left)</i>,have sex with; archaic use <br /> <i>(Example: You can have me)</i>,have a personal or business relationship with someone <br /> <i>(Example: Have a postdoc)</i>,get something; come into possession of <br /> <i>(Example: I have a package)</i>,cause to be born <br /> <i>(Example: My wife had twins yesterday!)</i>,5
blow_5,blow,allow to regain its breath <br /> <i>(Example: Blow a horse)</i>,"cause air to go in, on, or through <br /> <i>(Example: Blow my hair dry)</i>",,,,2
foot_1,foot,the part of the leg of a human being below the ankle joint <br /> <i>(Example: Armored from head to foot)</i>,a linear unit of length equal to 12 inches or a third of a yard <br /> <i>(Example: You're two feet tall now)</i>,a support resembling a pedal extremity <br /> <i>(Example: One foot of the chair was on the carpet)</i>,the pedal extremity of vertebrates other than human beings <br /> <i>(Example: Joey's mother nibbles grass she uses her short front arms and big back feet to hop-step forward)</i>,any of various organs of locomotion or attachment in invertebrates <br /> <i>(Example: The broad foot of the chiton anchors it to the shore)</i>,5
pour_1,pour,flow in a spurt <br /> <i>(Example: Water poured all over the floor)</i>,move in large numbers <br /> <i>(Example: People were pouring out of the theater)</i>,supply in large amounts or quantities <br /> <i>(Example: We poured money into the education of our children)</i>,cause to run <br /> <i>(Example: Pour water over the floor)</i>,pour out <br /> <i>(Example: I'm just going to pour myself a cup of tea)</i>,5
pretty_1,pretty,pleasing by delicacy or grace; not imposing <br /> <i>(Example: Pretty girl)</i>,(used ironically) unexpectedly bad <br /> <i>(Example: A pretty mess)</i>,,,,2
yucky_1,yucky,highly offensive; arousing aversion or disgust <br /> <i>(Example: I think rats are yucky)</i>,,,,,1
throw_3,throw,throw (a die) out onto a flat surface <br /> <i>(Example: Throw a six)</i>,cause to fall off <br /> <i>(Example: The horse threw its inexperienced rider)</i>,propel through the air <br /> <i>(Example: Throw a frisbee)</i>,be confusing or perplexing to; cause to be unable to think clearly <br /> <i>(Example: This question completely threw me)</i>,utter with force; utter vehemently <br /> <i>(Example: Throw accusations at someone)</i>,5
food_1,food,any solid substance (as opposed to liquid) that is used as a source of nourishment <br /> <i>(Example: Food and drink)</i>,anything that provides mental stimulus for thinking <br /> <i>(Example: That's food for thought)</i>,"any substance that can be metabolized by an animal to give energy and build tissue <br /> <i>(Example: How do you want food, you just ate)</i>",,,3
tiny_1,tiny,very small <br /> <i>(Example: Tiny feet)</i>,,,,,1
put_2,put,formulate in a particular style or language <br /> <i>(Example: I wouldn't put it that way)</i>,estimate <br /> <i>(Example: We put the time of arrival at 8 P. M)</i>,attribute or give <br /> <i>(Example: She put too much emphasis on her the last statement)</i>,put into a certain place or abstract location <br /> <i>(Example: Put your things here)</i>,,4
butter_1,butter,"a fighter who strikes the opponent with his head <br /> <i>(Example: Keep your hands up around that one, he's a butter)</i>",an edible emulsion of fat globules made by churning milk or cream; for cooking and table use <br /> <i>(Example: You wanna have some of that bread that you had yesterday with the butter on it)</i>,,,,2
watch_1,watch,a period of time (4 or 2 hours) during which some of a ship's crew are on duty <br /> <i>(Example: The crewmate fell asleep during his watch)</i>,a purposeful surveillance to guard or observe <br /> <i>(Example: Keep close watch on that one)</i>,a person employed to keep watch for some anticipated event <br /> <i>(Example: I'll be first watch)</i>,a small portable timepiece <br /> <i>(Example: But your watch says it's 3pm)</i>,"the rite of staying awake for devotional purposes (especially on the eve of a religious festival) <br /> <i>(Example: When a Jew dies, a watch is kept over the body)</i>",5
blue_1,blue,used to signify the Union forces in the American Civil War (who wore blue uniforms) <br /> <i>(Example: A ragged blue line)</i>,causing dejection <br /> <i>(Example: A blue day at work)</i>,belonging to or characteristic of the nobility or aristocracy <br /> <i>(Example: A blue family)</i>,characterized by profanity or cursing <br /> <i>(Example: Blue language)</i>,filled with melancholy and despondency <br /> <i>(Example: Lonely and blue in a strange city)</i>,5
hold_6,hold,support or hold in a certain manner <br /> <i>(Example: She holds her head high)</i>,be pertinent or relevant or applicable <br /> <i>(Example: This theory holds for all irrational numbers)</i>,have or hold in one's hands or grip <br /> <i>(Example: A crazy idea took hold of him)</i>,lessen the intensity of; temper; hold in restraint; hold or keep within limits <br /> <i>(Example: Hold your tongue)</i>,"be valid, applicable, or true <br /> <i>(Example: This theory still holds)</i>",5
bathtub_1,bathtub,a relatively large open container that you fill with water and use to wash the body <br /> <i>(Example: Has she gotten out of the bathtub yet?)</i>,,,,,1
pretzel_1,pretzel,glazed and salted cracker typically in the shape of a loose knot <br /> <i>(Example: Nutritious lunch of pretzels and a little cheese)</i>,,,,,1
feed_3,feed,support or promote <br /> <i>(Example: His admiration fed her vanity)</i>,take in food; used of animals only <br /> <i>(Example: Whales feed on krill)</i>,,,,2
truck_1,truck,an automotive vehicle suitable for hauling <br /> <i>(Example: Dad got a new truck)</i>,a handcart that has a frame with two low wheels and a ledge at the bottom and handles at the top; used to move crates or other heavy objects <br /> <i>(Example: Use the truck to move the heavy boxes)</i>,,,,2
tear_1,tear,strip of feathers <br /> <i>(Example: Tear a chicken)</i>,move quickly and violently <br /> <i>(Example: The car tore down the street)</i>,to separate or be separated by force <br /> <i>(Example: You tore your Sesame Street coloring book to shreds)</i>,fill with tears or shed tears <br /> <i>(Example: Her eyes were tearing)</i>,separate or cause to separate abruptly <br /> <i>(Example: Tear the paper)</i>,5
wind_1,wind,a musical instrument in which the sound is produced by an enclosed column of air that is moved by the breath <br /> <i>(Example: I could never play wind instruments)</i>,empty rhetoric or insincere or exaggerated talk <br /> <i>(Example: That's a lot of wind)</i>,an indication of potential opportunity <br /> <i>(Example: He got wind on the stock market)</i>,a tendency or force that influences events <br /> <i>(Example: The winds of change)</i>,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure <br /> <i>(Example: Trees bent under the fierce winds)</i>,5
wash_2,wash,move by or as if by water <br /> <i>(Example: The swollen river washed away the footbridge)</i>,separate dirt or gravel from (precious minerals) <br /> <i>(Example: The gold washed out from the dirt)</i>,be capable of being washed <br /> <i>(Example: Does this material wash?)</i>,form by erosion <br /> <i>(Example: The river washed a ravine into the mountainside)</i>,wash or flow against <br /> <i>(Example: Down came the rain and washed the spider out)</i>,5
donkey_1,donkey,domestic beast of burden descended from the African wild ass; patient but stubborn <br /> <i>(Example: A donkey says hee-haw very good)</i>,the symbol of the Democratic Party; introduced in cartoons by Thomas Nast in 1874 <br /> <i>(Example: A Donkey like you just wouldn't understand)</i>,,,,2
lips_1,lips,an impudent or insolent rejoinder <br /> <i>(Example: Don't give me any lip)</i>,the top edge of a vessel or other container <br /> <i>(Example: He added salt on the lip of the glass)</i>,either the outer margin or the inner margin of the aperture of a gastropod's shell <br /> <i>(Example: There was a chip in the shell's lip)</i>,either of two fleshy folds of tissue that surround the mouth and play a role in speaking <br /> <i>(Example: My lips are chapped)</i>,,4
long_2,long,involving substantial risk <br /> <i>(Example: Long odds)</i>,good at remembering <br /> <i>(Example: Elephants have a long memory)</i>,holding securities or commodities in expectation of a rise in prices <br /> <i>(Example: Is long on coffee)</i>,primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified <br /> <i>(Example: A long road)</i>,,4
taste_2,taste,experience briefly <br /> <i>(Example: The ex-slave tasted freedom shortly before she died)</i>,,,,,1
pick_3,pick,pay for something <br /> <i>(Example: Pick up the tab)</i>,remove in small bits <br /> <i>(Example: Pick meat from a bone)</i>,,,,2
lamb_1,lamb,young sheep <br /> <i>(Example: I don't know if these are lambs or goats)</i>,the flesh of a young domestic sheep eaten as food <br /> <i>(Example: I ordered lamb for dinner)</i>,a person easily deceived or cheated (especially in financial matters) <br /> <i>(Example: He's such a lamb he's been tricked again and lost $500)</i>,"a sweet innocent mild-mannered person (especially a child) <br /> <i>(Example: Be a lamb and grab me my shoes, please)</i>",,4
carry_1,carry,"move while supporting, either in a vehicle or in one's hands or on one's body <br /> <i>(Example: You must carry your camping gear)</i>",secure the passage or adoption (of bills and motions) <br /> <i>(Example: He carried the bill through the senate)</i>,continue or extend <br /> <i>(Example: Do you want me to carry on driving or would you like to drive the next bit)</i>,transfer (entries) from one account book to another <br /> <i>(Example: Can you carry this transaction to Mark's account?)</i>,win in an election <br /> <i>(Example: The senator carried his home state)</i>,5
hit_4,hit,hit against; come into sudden contact with <br /> <i>(Example: The car hit a tree)</i>,consume to excess <br /> <i>(Example: Hit the bottle)</i>,,,,2
camera_1,camera,equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other) <br /> <i>(Example: I bought a camera to take pictures of plants)</i>,television equipment consisting of a lens system that focuses an image on a photosensitive mosaic that is scanned by an electron beam <br /> <i>(Example: Say bye bye to the camera)</i>,,,,2
hurry_1,hurry,urge to an unnatural speed <br /> <i>(Example: As Franklin hurried to fox's house he kept looking at the sky)</i>,move very fast <br /> <i>(Example: Were you trying to hurry up?)</i>,act or move at high speed <br /> <i>(Example: Hurry--it's late!)</i>,,,3
break_6,break,pierce or penetrate <br /> <i>(Example: The blade broke her skin)</i>,destroy the integrity of; usually by force; cause to separate into pieces or fragments <br /> <i>(Example: I'm gonna put some graham crackers in this bag and I want you to break them up into little pieces okay)</i>,do a break dance <br /> <i>(Example: Kids were break-dancing at the street corner)</i>,find the solution or key to <br /> <i>(Example: Break the code)</i>,come into being <br /> <i>(Example: Light broke over the horizon)</i>,5
hold_1,hold,assert or affirm <br /> <i>(Example: Rousseau's philosophy holds that people are inherently good)</i>,have room for; hold without crowding <br /> <i>(Example: The auditorium can't hold more than 500 people)</i>,be capable of holding or containing <br /> <i>(Example: The flask holds one gallon)</i>,keep in mind or convey as a conviction or view <br /> <i>(Example: Hold these truths to be self-evident)</i>,contain or hold; have within <br /> <i>(Example: The canteen holds fresh water)</i>,5
yellow_2,yellow,cowardly or treacherous <br /> <i>(Example: The little yellow stain of treason)</i>,,,,,1
cry_2,cry,"shed tears because of sadness, rage, or pain <br /> <i>(Example: She cried bitterly when she heard the news of his death)</i>",demand immediate action <br /> <i>(Example: This situation is crying for attention)</i>,,,,2
give_8,give,occur <br /> <i>(Example: What gives?)</i>,give as a present; make a gift of <br /> <i>(Example: What will you give her for her birthday?)</i>,"bestow, especially officially <br /> <i>(Example: Give a divorce)</i>",emit or utter <br /> <i>(Example: Give a yelp)</i>,leave with; give temporarily <br /> <i>(Example: Can I give you my keys while I go in the pool?)</i>,5
black_1,black,marked by anger or resentment or hostility <br /> <i>(Example: Black looks)</i>,"of or belonging to a racial group having dark skin especially of sub-Saharan African origin <br /> <i>(Example: A great people, a black people, injected new meaning and dignity into the veins of civilization - Martin Luther King Jr)</i>",offering little or no hope <br /> <i>(Example: The future looked black)</i>,(of events) having extremely unfortunate or dire consequences; bringing ruin <br /> <i>(Example: The stock market crashed on Black Friday)</i>,harshly ironic or sinister <br /> <i>(Example: Black humor)</i>,5
show_2,show,give expression to <br /> <i>(Example: She showed her disappointment)</i>,finish third or better in a horse or dog race <br /> <i>(Example: He bet $2 on number six to show)</i>,be or become visible or noticeable <br /> <i>(Example: His good upbringing really shows)</i>,"show in, or as in, a picture <br /> <i>(Example: This scene shows country life)</i>","take (someone) to their seats, as in theaters or auditoriums <br /> <i>(Example: The usher showed us to our seats)</i>",5
go_1,go,be the right size or shape; fit correctly or as desired <br /> <i>(Example: This piece doesn't go in the puzzle)</i>,enter or assume a certain state or condition <br /> <i>(Example: Get going!)</i>,be in the right place or situation <br /> <i>(Example: Let's put health care where it belongs--under the control of the government)</i>,make a certain noise or sound <br /> <i>(Example: The train goes choo choo)</i>,continue to live through hardship or adversity <br /> <i>(Example: How long can you go without water?)</i>,5
rock_2,rock,pitching dangerously to one side <br /> <i>(Example: The waves gave the ship a rock)</i>,,,,,1
sun_1,sun,a person considered as a source of warmth or energy or glory etc <br /> <i>(Example: She's the sun of the class)</i>,any star around which a planetary system revolves <br /> <i>(Example: There are many suns in the universe)</i>,the star that is the source of light and heat for the planets in the solar system <br /> <i>(Example: The sun contains 99. 85% of the mass in the solar system)</i>,the rays of the sun <br /> <i>(Example: The shingles were weathered by the sun and wind)</i>,first day of the week; observed as a day of rest and worship by most Christians <br /> <i>(Example: The first day is known as Sun)</i>,5
take_4,take,interpret something in a certain way; convey a particular meaning or impression <br /> <i>(Example: How should I take this message?)</i>,"ascertain or determine by measuring, computing or take a reading from a dial <br /> <i>(Example: Take a pulse)</i>","pick out, select, or choose from a number of alternatives <br /> <i>(Example: Should mommy take a couple of books out?)</i>","get into one's hands, take physically <br /> <i>(Example: Can you take this bag, please)</i>",take as an undesirable consequence of some event or state of affairs <br /> <i>(Example: Her hard work took its toll on her)</i>,5
find_1,find,succeed in reaching; arrive at <br /> <i>(Example: The arrow found its mark)</i>,perceive oneself to be in a certain condition or place <br /> <i>(Example: Froggie's going to find himself in big trouble in a minute)</i>,"come upon, as if by accident; meet with <br /> <i>(Example: We find this idea in Plato)</i>",make a discovery <br /> <i>(Example: I found two pieces when I was vacuuming)</i>,perceive or be contemporaneous with <br /> <i>(Example: You'll find a lot of cheating in this school)</i>,5
catch_3,catch,be struck or affected by <br /> <i>(Example: Catch fire)</i>,see or watch <br /> <i>(Example: Did you catch the show with the snake on it)</i>,to hook or entangle <br /> <i>(Example: His string is all caught around his wheel)</i>,become aware of <br /> <i>(Example: He caught her staring out the window)</i>,reach in time <br /> <i>(Example: I have to catch a train at 7 o'clock)</i>,5
